Preamble,Stimulus,True_Category,Item,Rank,Category
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, level is ",present,present,level,11,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, plane is ",present,present,plane,12,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, file is ",present,present,file,13,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, toolbox is ",present,absent,toolbox,14,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, T-square is ",present,present,T-square,15,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, chisel is ",present,present,chisel,16,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, rasp is ",present,present,rasp,17,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, pencil is ",present,absent,pencil,18,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, hacksaw is ",present,present,hacksaw,19,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, square is ",present,absent,square,20,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, bench is ",present,absent,bench,21,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, plier is ",present,absent,plier,22,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, wrench is ",present,absent,wrench,23,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, ladder is ",present,present,ladder,24,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, lathe is ",present,present,lathe,25,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, vise is ",present,present,vise,26,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, screw is ",present,present,screw,27,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, wood is ",present,absent,wood,28,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, wedge is ",present,absent,wedge,29,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, lumber is ",present,present,lumber,30,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, blueprint is ",present,absent,blueprint,31,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, brace is ",present,absent,brace,32,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, awl is ",present,absent,awl,33,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, crowbar is ",present,absent,crowbar,34,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, hinge is ",present,absent,hinge,35,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, miter box is ",present,absent,miter box,36,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, knife is ",present,absent,knife,37,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, chalk is ",present,present,chalk,38,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, nut is ",present,present,nut,39,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, bolt is ",present,absent,bolt,40,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, plumb line is ",present,absent,plumb line,41,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, brush is ",present,present,brush,42,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, sledge hammer is ",present,present,sledge hammer,43,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, glue is ",present,present,glue,44,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, paintbrush is ",present,present,paintbrush,45,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, varnish is ",present,absent,varnish,46,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, apron is ",present,absent,apron,47,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, stapler is ",present,present,stapler,48,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, extension cord is ",present,present,extension cord,49,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, soldering iron is ",present,present,soldering iron,50,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, plaster is ",present,present,plaster,51,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, wheelbarrow is ",present,present,wheelbarrow,52,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, axe is ",present,absent,axe,53,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, slide rule is ",present,present,slide rule,54,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: soldering iron, file, plane, glue, scissor, lathe, sledge hammer, wheelbarrow, chisel, extension cord, ladder, tape measure, T-square, slide rule, hammer, hacksaw, stapler, drill, vise, brush, crane, screw, anvil, rasp, chalk, level, lumber, nut, pliers, plaster, paintbrush. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, cement is ",present,absent,cement,55,tool
