Preamble,Stimulus,True_Category,Item,Rank,Category
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, level is ",present,present,level,11,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, plane is ",present,absent,plane,12,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, file is ",present,absent,file,13,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, toolbox is ",present,present,toolbox,14,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, T-square is ",present,present,T-square,15,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, chisel is ",present,absent,chisel,16,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, rasp is ",present,absent,rasp,17,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, pencil is ",present,present,pencil,18,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, hacksaw is ",present,present,hacksaw,19,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, square is ",present,present,square,20,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, bench is ",present,present,bench,21,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, plier is ",present,absent,plier,22,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, wrench is ",present,present,wrench,23,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, ladder is ",present,present,ladder,24,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, lathe is ",present,absent,lathe,25,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, vise is ",present,absent,vise,26,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, screw is ",present,present,screw,27,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, wood is ",present,absent,wood,28,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, wedge is ",present,present,wedge,29,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, lumber is ",present,present,lumber,30,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, blueprint is ",present,absent,blueprint,31,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, brace is ",present,absent,brace,32,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, awl is ",present,present,awl,33,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, crowbar is ",present,absent,crowbar,34,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, hinge is ",present,absent,hinge,35,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, miter box is ",present,absent,miter box,36,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, knife is ",present,absent,knife,37,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, chalk is ",present,absent,chalk,38,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, nut is ",present,absent,nut,39,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, bolt is ",present,present,bolt,40,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, plumb line is ",present,absent,plumb line,41,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, brush is ",present,present,brush,42,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, sledge hammer is ",present,present,sledge hammer,43,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, glue is ",present,present,glue,44,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, paintbrush is ",present,present,paintbrush,45,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, varnish is ",present,absent,varnish,46,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, apron is ",present,absent,apron,47,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, stapler is ",present,absent,stapler,48,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, extension cord is ",present,present,extension cord,49,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, soldering iron is ",present,present,soldering iron,50,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, plaster is ",present,present,plaster,51,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, wheelbarrow is ",present,present,wheelbarrow,52,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, axe is ",present,absent,axe,53,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, slide rule is ",present,present,slide rule,54,tool
"Following is a list that contains a number of tools. After the list, a tool will be judged as either present or absent in the list. If the list contains the tool, answer with present. If the list does not contain the tool, answer with absent. The list of tools is: pencil, glue, saw, toolbox, pliers, paintbrush, bolt, T-square, nail, square, scissor, hacksaw, soldering iron, wheelbarrow, plaster, bench, screw, sledge hammer, wrench, lumber, ladder, hatchet, level, extension cord, slide rule, crane, wedge, awl, tape measure, brush, anvil. According to the list, pliers are present. According to the list, tape measure is absent. According to the list, cement is ",present,absent,cement,55,tool
