Preamble,Stimulus,True_Category,Item,Rank,Category
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, pogo stick is ",present,present,pogo stick,20,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, clay is ",present,present,clay,21,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, wagon is ",present,present,wagon,22,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, kite is ",present,present,kite,23,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, train is ",present,present,train,24,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, tricycle is ",present,absent,tricycle,25,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, coloring book is ",present,present,coloring book,26,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, crayons is ",present,absent,crayons,27,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, truck is ",present,absent,truck,28,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, puzzle is ",present,absent,puzzle,29,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, fire engine is ",present,absent,fire engine,30,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, balloon is ",present,absent,balloon,31,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, skates is ",present,absent,skates,32,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, baseball is ",present,absent,baseball,33,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, drum is ",present,present,drum,34,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, football is ",present,absent,football,35,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, game is ",present,present,game,36,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, swing is ",present,present,swing,37,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, boat is ",present,present,boat,38,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, monopoly is ",present,present,monopoly,39,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, sled is ",present,present,sled,40,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, seesaw is ",present,present,seesaw,41,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, stilts is ",present,absent,stilts,42,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, checkers is ",present,absent,checkers,43,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, bat is ",present,absent,bat,44,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, car is ",present,absent,car,45,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, airplane is ",present,absent,airplane,46,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, bicycle is ",present,present,bicycle,47,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, tractor is ",present,present,tractor,48,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, sandbox is ",present,present,sandbox,49,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, bike is ",present,absent,bike,50,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, bow and arrow is ",present,absent,bow and arrow,51,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, rope is ",present,absent,rope,52,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, dishes is ",present,present,dishes,53,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, cards is ",present,absent,cards,54,toys
"Following is a list that contains a number of toys. After the list, a toy will be judged as either present or absent in the list. If the list contains the toy, answer with present. If the list does not contain the toy, answer with absent. The list of toys is: doll house, wagon, sled, water pistol, boat, dishes, seesaw, kite, paper dolls, train, rattle, swing, hula hoop, drum, coloring book, tennis racket, game, pogo stick, ball, sandbox, clay, jack-in-the-box, jump rope, mitt, gun, bicycle, rocking horse, lego, books, monopoly, tractor. According to the list, lego is present. According to the list, action figure is absent. According to the list, mitt is ",present,present,mitt,55,toys
