Preamble,Stimulus,True_Category,Item,Rank,Category
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, train is ",present,absent,train,14,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, trolley is ",present,present,trolley,15,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, bicycle is ",present,present,bicycle,16,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, carriage is ",present,absent,carriage,17,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, airplane is ",present,absent,airplane,18,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, bike is ",present,present,bike,19,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, boat is ",present,absent,boat,20,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, jet is ",present,absent,jet,21,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, ship is ",present,absent,ship,22,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, scooter is ",present,absent,scooter,23,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, tractor is ",present,present,tractor,24,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, wagon is ",present,present,wagon,25,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, subway is ",present,absent,subway,26,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, trailer is ",present,present,trailer,27,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, cart is ",present,present,cart,28,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, wheelchair is ",present,absent,wheelchair,29,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, yacht is ",present,absent,yacht,30,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, tank is ",present,absent,tank,31,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, go-cart is ",present,present,go-cart,32,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, rowboat is ",present,present,rowboat,33,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, dogsled is ",present,absent,dogsled,34,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, tricycle is ",present,absent,tricycle,35,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, canoe is ",present,present,canoe,36,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, raft is ",present,present,raft,37,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, submarine is ",present,absent,submarine,38,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, sled is ",present,absent,sled,39,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, horse is ",present,present,horse,40,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, rocket is ",present,present,rocket,41,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, blimp is ",present,absent,blimp,42,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, skate is ",present,present,skate,43,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, camel is ",present,present,camel,44,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, feet is ",present,present,feet,45,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, ski is ",present,absent,ski,46,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, skateboard is ",present,absent,skateboard,47,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, wheelbarrow is ",present,present,wheelbarrow,48,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, surfboard is ",present,absent,surfboard,49,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, elevator is ",present,absent,elevator,50,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, automobile is ",absent,present,automobile,1,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, station wagon is ",absent,absent,station wagon,2,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, truck is ",absent,present,truck,3,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, car is ",absent,present,car,4,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, bus is ",absent,present,bus,5,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, taxi is ",absent,present,taxi,6,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, jeep is ",absent,absent,jeep,7,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, ambulance is ",absent,absent,ambulance,8,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, motorcycle is ",absent,absent,motorcycle,9,vehicle
"Following is a list that contains a number of vehicles. After the list, a vehicle will be judged as either present or absent in the list. If the list contains the vehicle, answer with present. If the list does not contain the vehicle, answer with absent. The list of vehicles is: cable car, car, rowboat, horse, trolley, taxi, truck, automobile, wheelbarrow, trailer, bicycle, bike, minivan, tractor, canoe, rocket, raft, skate, camel, bus, feet, Honda, go-cart, wagon, cart. According to the list, minivan is present. According to the list, SUV is absent. According to the list, streetcar is ",absent,absent,streetcar,10,vehicle
